Rank,Player,Age,Tm,First,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,AWARD_TYPE,SEASON,DWS,DBPM,DRtg,VOTE_POINTS
6,Tim Duncan,29,SAS,3,42,620,0.068,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,DPOY,2005-06,6.9,2.6,94.0,42
7,Shawn Marion,27,PHO,0,33,620,0.053,81,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214,DPOY,2005-06,5.9,1.3,100.0,33
8,Alonzo Mourning,35,MIA,4,29,620,0.047,65,20.0,7.8,5.5,0.2,0.2,2.7,0.597,0.0,0.594,4.8,0.176,DPOY,2005-06,2.6,2.5,98.0,29
9,Gerald Wallace,23,CHA,0,27,620,0.044,55,34.5,15.2,7.5,1.7,2.5,2.1,0.538,0.28,0.614,6.4,0.163,DPOY,2005-06,3.4,2.9,100.0,27
1,Boris Diaw,23,PHO,80,489,630,0.776,81,35.5,13.3,6.9,6.2,0.7,1.0,0.526,0.267,0.731,8.9,0.149,MIP,2005-06,,,,489
10,Jameer Nelson,23,ORL,1,18,630,0.029,62,28.8,14.6,2.9,4.9,1.1,0.1,0.483,0.424,0.779,4.9,0.132,MIP,2005-06,,,,18
11T,Chris Kaman,23,LAC,0,14,630,0.022,78,32.8,11.9,9.6,1.0,0.6,1.4,0.523,0.0,0.77,6.1,0.114,MIP,2005-06,,,,14
11T,Yao Ming,25,HOU,2,14,630,0.022,57,34.2,22.3,10.2,1.5,0.5,1.6,0.519,0.0,0.853,8.6,0.211,MIP,2005-06,,,,14
13,Elton Brand,26,LAC,0,10,630,0.016,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,MIP,2005-06,,,,10
14T,DeSagana Diop,24,DAL,1,8,630,0.013,81,18.6,2.3,4.6,0.3,0.5,1.8,0.487,0.5,0.542,4.1,0.13,MIP,2005-06,,,,8
14T,Smush Parker,24,LAL,0,8,630,0.013,82,33.8,11.5,3.3,3.7,1.7,0.2,0.447,0.366,0.694,5.8,0.1,MIP,2005-06,,,,8
16T,Mehmet Okur,26,UTA,0,6,630,0.01,82,35.9,18.0,9.1,2.4,0.5,0.9,0.46,0.342,0.78,9.3,0.152,MIP,2005-06,,,,6
16T,Pau Gasol,25,MEM,0,6,630,0.01,80,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12.0,0.184,MIP,2005-06,,,,6
18,Dwight Howard,20,ORL,0,5,630,0.008,82,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0.0,0.595,8.6,0.137,MIP,2005-06,,,,5
19T,Caron Butler,25,WAS,0,4,630,0.006,75,36.1,17.6,6.2,2.5,1.7,0.2,0.455,0.342,0.87,6.3,0.112,MIP,2005-06,,,,4
19T,LeBron James,21,CLE,0,4,630,0.006,79,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,MIP,2005-06,,,,4
2,David West,25,NOK,22,283,630,0.449,74,34.1,17.1,7.4,1.2,0.8,0.9,0.512,0.273,0.843,7.4,0.141,MIP,2005-06,,,,283
21T,Kevin Martin,22,SAC,0,2,630,0.003,72,26.6,10.8,3.6,1.3,0.8,0.1,0.48,0.369,0.847,5.5,0.137,MIP,2005-06,,,,2
21T,Zaza Pachulia,21,ATL,0,2,630,0.003,78,31.4,11.7,7.9,1.7,1.1,0.5,0.451,0.0,0.735,3.9,0.077,MIP,2005-06,,,,2
23T,Bobby Simmons,25,MIL,0,1,630,0.002,75,33.8,13.4,4.4,2.3,1.1,0.3,0.453,0.42,0.825,5.3,0.101,MIP,2005-06,,,,1
23T,Chris Wilcox,23,TOT,0,1,630,0.002,77,19.9,8.1,5.3,0.7,0.4,0.4,0.571,0.0,0.732,4.4,0.138,MIP,2005-06,,,,1
23T,Josh Smith,20,ATL,0,1,630,0.002,80,32.0,11.3,6.6,2.4,0.8,2.6,0.425,0.309,0.719,3.6,0.067,MIP,2005-06,,,,1
23T,Kobe Bryant,27,LAL,0,1,630,0.002,80,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,MIP,2005-06,,,,1
23T,Luol Deng,20,CHI,0,1,630,0.002,78,33.4,14.3,6.6,1.9,0.9,0.6,0.463,0.269,0.75,6.5,0.12,MIP,2005-06,,,,1
23T,Matt Harpring,29,UTA,0,1,630,0.002,71,27.4,12.5,5.2,1.4,0.8,0.2,0.475,0.359,0.725,4.7,0.115,MIP,2005-06,,,,1
23T,Mo Williams,23,MIL,0,1,630,0.002,58,26.4,12.1,2.5,4.0,0.9,0.1,0.424,0.382,0.85,2.5,0.079,MIP,2005-06,,,,1
23T,Paul Pierce,28,BOS,0,1,630,0.002,79,39.0,26.8,6.7,4.7,1.4,0.4,0.471,0.354,0.772,11.5,0.178,MIP,2005-06,,,,1
23T,Raja Bell,29,PHO,0,1,630,0.002,79,37.5,14.7,3.2,2.6,1.0,0.3,0.457,0.442,0.788,6.8,0.11,MIP,2005-06,,,,1
3,Nenad Krstić,22,NJN,4,65,630,0.103,80,30.9,13.5,6.4,1.1,0.4,0.8,0.507,0.25,0.698,5.4,0.105,MIP,2005-06,,,,65
4,Gerald Wallace,23,CHA,3,46,630,0.073,55,34.5,15.2,7.5,1.7,2.5,2.1,0.538,0.28,0.614,6.4,0.163,MIP,2005-06,,,,46
5,Chris Bosh,21,TOR,3,43,630,0.068,70,39.3,22.5,9.2,2.6,0.7,1.1,0.505,0.0,0.816,9.8,0.17,MIP,2005-06,,,,43
6T,Andrés Nocioni,26,CHI,4,29,630,0.046,82,27.3,13.0,6.1,1.4,0.5,0.6,0.461,0.391,0.843,6.7,0.144,MIP,2005-06,,,,29
6T,Tony Parker,23,SAS,3,29,630,0.046,80,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169,MIP,2005-06,,,,29
8,Mike James,30,TOR,1,21,630,0.033,79,37.0,20.3,3.3,5.8,0.9,0.0,0.469,0.442,0.837,7.6,0.125,MIP,2005-06,,,,21
9,Carmelo Anthony,21,DEN,2,19,630,0.03,80,36.8,26.5,4.9,2.7,1.1,0.5,0.481,0.243,0.808,9.4,0.153,MIP,2005-06,,,,19
1,Steve Nash,31,PHO,57,924,1250,0.739,79,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,MVP,2005-06,,,,924
10T,Allen Iverson,30,PHI,0,1,1250,0.001,72,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,MVP,2005-06,,,,1
10T,Shawn Marion,27,PHO,0,1,1250,0.001,81,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214,MVP,2005-06,,,,1
2,LeBron James,21,CLE,16,688,1250,0.55,79,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,MVP,2005-06,,,,688
3,Dirk Nowitzki,27,DAL,14,544,1250,0.435,81,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,17.7,0.275,MVP,2005-06,,,,544
4,Kobe Bryant,27,LAL,22,483,1250,0.386,80,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,MVP,2005-06,,,,483
5,Chauncey Billups,29,DET,15,430,1250,0.344,81,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,MVP,2005-06,,,,430
6,Dwyane Wade,24,MIA,0,87,1250,0.07,75,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,MVP,2005-06,,,,87
7,Elton Brand,26,LAC,1,50,1250,0.04,79,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,MVP,2005-06,,,,50
8,Tim Duncan,29,SAS,0,33,1250,0.026,80,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,MVP,2005-06,,,,33
9,Tony Parker,23,SAS,0,9,1250,0.007,80,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169,MVP,2005-06,,,,9
1,Chris Paul,20,NOK,124,623,625,0.997,78,36.0,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178,ROTY,2005-06,,,,623
2,Charlie Villanueva,21,TOR,0,248,625,0.397,81,29.1,13.0,6.4,1.1,0.7,0.8,0.463,0.327,0.706,3.9,0.079,ROTY,2005-06,,,,248
3,Andrew Bogut,21,MIL,0,98,625,0.157,82,28.6,9.4,7.0,2.3,0.6,0.8,0.533,0.0,0.629,5.5,0.113,ROTY,2005-06,,,,98
4,Raymond Felton,21,CHA,0,79,625,0.126,80,30.1,11.9,3.3,5.6,1.3,0.1,0.391,0.358,0.725,2.6,0.051,ROTY,2005-06,,,,79
5,Channing Frye,22,NYK,0,41,625,0.066,65,24.2,12.3,5.8,0.8,0.5,0.7,0.477,0.333,0.825,3.5,0.108,ROTY,2005-06,,,,41
6,Deron Williams,21,UTA,1,31,625,0.05,80,28.8,10.8,2.4,4.5,0.8,0.2,0.421,0.416,0.704,2.8,0.059,ROTY,2005-06,,,,31
7T,Danny Granger,22,IND,0,2,625,0.003,78,22.6,7.5,4.9,1.2,0.7,0.8,0.462,0.323,0.777,5.1,0.139,ROTY,2005-06,,,,2
7T,Luther Head,23,HOU,0,2,625,0.003,80,28.9,8.8,3.3,2.7,1.1,0.1,0.403,0.361,0.699,3.5,0.072,ROTY,2005-06,,,,2
9,Ryan Gomes,23,BOS,0,1,625,0.002,61,22.6,7.6,4.9,1.0,0.6,0.1,0.487,0.333,0.752,3.1,0.108,ROTY,2005-06,,,,1
1,Leandro Barbosa,24,PHO,101,578,635,0.91,80,32.7,18.1,2.7,4.0,1.2,0.2,0.476,0.434,0.845,8.2,0.151,6MOY,2006-07,,,,578
11T,Chris Duhon,24,CHI,0,3,635,0.005,78,24.4,7.2,2.2,4.0,0.9,0.1,0.408,0.359,0.752,4.8,0.121,6MOY,2006-07,,,,3
11T,Josh Childress,23,ATL,0,3,635,0.005,55,36.8,13.0,6.2,2.3,1.1,0.7,0.504,0.338,0.795,5.5,0.13,6MOY,2006-07,,,,3
11T,José Calderón,25,TOR,0,3,635,0.005,77,21.0,8.7,1.7,5.0,0.8,0.1,0.521,0.333,0.818,5.4,0.162,6MOY,2006-07,,,,3
14,J.R. Smith,21,DEN,0,1,635,0.002,63,23.3,13.0,2.3,1.4,0.8,0.1,0.441,0.39,0.81,3.7,0.12,6MOY,2006-07,,,,1
2,Manu Ginóbili,29,SAS,18,269,635,0.424,75,27.5,16.5,4.4,3.5,1.5,0.4,0.464,0.396,0.86,10.6,0.246,6MOY,2006-07,,,,269
3,Jerry Stackhouse,32,DAL,7,210,635,0.331,67,24.1,12.0,2.2,2.8,0.8,0.1,0.428,0.383,0.847,4.1,0.122,6MOY,2006-07,,,,210
4,David Lee,23,NYK,0,22,635,0.035,58,29.8,10.7,10.4,1.8,0.8,0.4,0.6,,0.815,6.9,0.191,6MOY,2006-07,,,,22
5,Kyle Korver,25,PHI,1,19,635,0.03,74,30.9,14.4,3.5,1.4,0.8,0.3,0.44,0.43,0.914,4.6,0.097,6MOY,2006-07,,,,19
6,Antonio McDyess,32,DET,0,17,635,0.027,82,21.1,8.1,6.0,0.9,0.7,0.8,0.526,,0.691,6.0,0.168,6MOY,2006-07,,,,17
7,Corey Maggette,27,LAC,0,6,635,0.009,75,30.5,16.9,5.9,2.8,0.9,0.2,0.454,0.2,0.82,7.0,0.146,6MOY,2006-07,,,,6
8T,Chucky Atkins,32,MEM,0,4,635,0.006,75,27.5,13.2,1.9,4.6,0.7,0.1,0.434,0.379,0.81,4.9,0.114,6MOY,2006-07,,,,4
8T,Luther Head,24,HOU,0,4,635,0.006,80,27.6,10.9,3.2,2.4,1.0,0.1,0.437,0.441,0.79,5.7,0.123,6MOY,2006-07,,,,4
8T,Matt Harpring,30,UTA,0,4,635,0.006,77,25.5,11.6,4.6,1.3,0.7,0.1,0.491,0.333,0.767,4.7,0.115,6MOY,2006-07,,,,4
1,Marcus Camby,32,DEN,70,431,650,0.663,70,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155,DPOY,2006-07,5.1,3.9,97.0,431
10,Jermaine O'Neal,28,IND,1,11,650,0.017,69,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0.0,0.767,4.7,0.091,DPOY,2006-07,4.1,1.2,101.0,11
11T,Emeka Okafor,24,CHA,0,10,650,0.015,67,34.8,14.4,11.3,1.2,0.9,2.6,0.532,,0.593,7.1,0.147,DPOY,2006-07,3.6,0.9,102.0,10
11T,Tayshaun Prince,26,DET,0,10,650,0.015,82,36.6,14.3,5.2,2.8,0.6,0.7,0.46,0.386,0.768,8.0,0.128,DPOY,2006-07,2.9,-0.4,107.0,10
13T,Andrei Kirilenko,25,UTA,0,7,650,0.011,70,29.3,8.3,4.7,2.9,1.1,2.1,0.471,0.213,0.728,4.4,0.104,DPOY,2006-07,2.9,3.1,103.0,7
13T,Kevin Garnett,30,MIN,0,7,650,0.011,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,DPOY,2006-07,4.9,1.7,101.0,7
13T,Kirk Hinrich,26,CHI,0,7,650,0.011,80,35.5,16.6,3.4,6.3,1.3,0.3,0.448,0.415,0.835,10.1,0.171,DPOY,2006-07,4.6,1.1,102.0,7
16T,Dwight Howard,21,ORL,1,6,650,0.009,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,DPOY,2006-07,5.8,1.1,99.0,6
16T,Quinton Ross,25,LAC,1,6,650,0.009,81,21.0,5.2,2.3,1.1,0.9,0.4,0.467,0.2,0.782,3.2,0.09,DPOY,2006-07,1.8,1.4,106.0,6
18T,Josh Howard,26,DAL,0,5,650,0.008,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,DPOY,2006-07,3.8,0.4,102.0,5
18T,Udonis Haslem,26,MIA,1,5,650,0.008,79,31.4,10.7,8.3,1.2,0.6,0.3,0.492,0.0,0.68,5.1,0.099,DPOY,2006-07,3.1,-0.8,105.0,5
2,Bruce Bowen,35,SAS,22,206,650,0.317,82,30.0,6.2,2.7,1.4,0.8,0.3,0.405,0.384,0.589,4.1,0.079,DPOY,2006-07,3.6,1.4,103.0,206
20,Luol Deng,21,CHI,0,4,650,0.006,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,DPOY,2006-07,5.6,1.3,100.0,4
21T,Caron Butler,26,WAS,0,3,650,0.005,63,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,0.103,DPOY,2006-07,1.9,-0.2,109.0,3
21T,Josh Smith,21,ATL,0,3,650,0.005,72,36.8,16.4,8.6,3.3,1.4,2.9,0.439,0.25,0.693,4.4,0.079,DPOY,2006-07,4.0,1.7,102.0,3
23,Raja Bell,30,PHO,0,2,650,0.003,78,37.4,14.7,3.2,2.5,0.6,0.3,0.432,0.413,0.776,5.8,0.095,DPOY,2006-07,1.6,-0.6,110.0,2
24T,Alonzo Mourning,36,MIA,0,1,650,0.002,77,20.4,8.6,4.5,0.2,0.2,2.3,0.56,,0.601,3.5,0.107,DPOY,2006-07,2.5,1.2,102.0,1
24T,Andre Iguodala,23,PHI,0,1,650,0.002,76,40.3,18.2,5.7,5.7,2.0,0.4,0.447,0.31,0.82,7.7,0.12,DPOY,2006-07,3.6,1.1,105.0,1
24T,Anthony Parker,31,TOR,0,1,650,0.002,73,33.4,12.4,3.9,2.1,1.0,0.2,0.477,0.441,0.835,6.5,0.127,DPOY,2006-07,2.1,0.4,108.0,1
24T,Devin Harris,23,DAL,0,1,650,0.002,80,26.0,10.2,2.5,3.7,1.2,0.3,0.492,0.28,0.824,6.5,0.151,DPOY,2006-07,2.9,1.6,104.0,1
24T,Kobe Bryant,28,LAL,0,1,650,0.002,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,DPOY,2006-07,2.2,-0.5,109.0,1
24T,Yao Ming,26,HOU,0,1,650,0.002,48,33.8,25.0,9.4,2.0,0.4,2.0,0.516,0.0,0.862,7.4,0.22,DPOY,2006-07,3.4,1.9,98.0,1
3,Tim Duncan,30,SAS,15,158,650,0.243,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,DPOY,2006-07,6.8,3.2,94.0,158
4,Shawn Marion,28,PHO,7,93,650,0.143,80,37.6,17.5,9.8,1.7,2.0,1.5,0.524,0.317,0.81,12.0,0.191,DPOY,2006-07,5.3,1.9,100.0,93
5,Shane Battier,28,HOU,7,86,650,0.132,82,36.4,10.1,4.1,2.1,1.0,0.7,0.446,0.421,0.779,9.0,0.144,DPOY,2006-07,4.6,2.0,102.0,86
6,Ben Wallace,32,CHI,1,42,650,0.065,77,35.0,6.4,10.7,2.4,1.4,2.0,0.453,0.2,0.408,8.2,0.146,DPOY,2006-07,6.6,3.3,95.0,42
7,Gerald Wallace,24,CHA,3,27,650,0.042,72,36.7,18.1,7.2,2.6,2.0,1.0,0.502,0.325,0.691,7.7,0.141,DPOY,2006-07,3.5,1.5,104.0,27
8,Metta World Peace,27,SAC,1,20,650,0.031,70,37.7,18.8,6.5,3.4,2.1,0.6,0.44,0.358,0.74,6.7,0.122,DPOY,2006-07,3.1,0.9,105.0,20
9,Tyson Chandler,24,NOK,0,15,650,0.023,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0.0,0.527,7.9,0.15,DPOY,2006-07,3.8,0.7,103.0,15
1,Monta Ellis,21,GSW,47,352,645,0.546,77,34.3,16.5,3.2,4.1,1.7,0.3,0.475,0.273,0.763,4.0,0.072,MIP,2006-07,,,,352
10,David Lee,23,NYK,0,12,645,0.019,58,29.8,10.7,10.4,1.8,0.8,0.4,0.6,,0.815,6.9,0.191,MIP,2006-07,,,,12
11,Jason Kapono,25,MIA,0,10,645,0.016,67,26.4,10.9,2.7,1.2,0.6,0.0,0.494,0.514,0.892,4.2,0.114,MIP,2006-07,,,,10
12T,Josh Howard,26,DAL,1,9,645,0.014,70,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,MIP,2006-07,,,,9
12T,Mikki Moore,31,NJN,0,9,645,0.014,79,26.4,9.8,5.1,0.9,0.6,0.8,0.609,0.0,0.681,5.7,0.131,MIP,2006-07,,,,9
14,Carlos Boozer,25,UTA,1,8,645,0.012,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,,0.685,9.9,0.185,MIP,2006-07,,,,8
15,José Calderón,25,TOR,0,6,645,0.009,77,21.0,8.7,1.7,5.0,0.8,0.1,0.521,0.333,0.818,5.4,0.162,MIP,2006-07,,,,6
16,Amar'e Stoudemire,24,PHO,1,5,645,0.008,82,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201,MIP,2006-07,,,,5
17T,Boštjan Nachbar,26,NJN,0,3,645,0.005,76,20.2,9.2,3.3,0.8,0.4,0.3,0.457,0.423,0.805,4.1,0.128,MIP,2006-07,,,,3
17T,Eddy Curry,24,NYK,0,3,645,0.005,81,35.2,19.5,7.0,0.8,0.4,0.5,0.576,1.0,0.615,4.7,0.079,MIP,2006-07,,,,3
17T,Matt Carroll,26,CHA,0,3,645,0.005,72,26.1,12.1,2.9,1.3,0.7,0.1,0.433,0.416,0.904,4.6,0.117,MIP,2006-07,,,,3
2,Kevin Martin,23,SAC,44,349,645,0.541,80,35.2,20.2,4.3,2.2,1.2,0.1,0.473,0.381,0.844,10.2,0.173,MIP,2006-07,,,,349
20,Caron Butler,26,WAS,0,2,645,0.003,63,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,0.103,MIP,2006-07,,,,2
21T,Andrew Bynum,19,LAL,0,1,645,0.002,82,21.9,7.8,5.9,1.1,0.1,1.6,0.558,0.0,0.668,4.2,0.112,MIP,2006-07,,,,1
21T,Ben Gordon,23,CHI,0,1,645,0.002,82,33.0,21.4,3.1,3.6,0.8,0.2,0.455,0.413,0.864,8.6,0.152,MIP,2006-07,,,,1
21T,Chris Wilcox,24,SEA,0,1,645,0.002,82,31.5,13.5,7.7,1.0,0.9,0.5,0.529,0.0,0.684,6.0,0.112,MIP,2006-07,,,,1
21T,Dwight Howard,21,ORL,0,1,645,0.002,82,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,MIP,2006-07,,,,1
21T,Gerald Wallace,24,CHA,0,1,645,0.002,72,36.7,18.1,7.2,2.6,2.0,1.0,0.502,0.325,0.691,7.7,0.141,MIP,2006-07,,,,1
21T,Josh Smith,21,ATL,0,1,645,0.002,72,36.8,16.4,8.6,3.3,1.4,2.9,0.439,0.25,0.693,4.4,0.079,MIP,2006-07,,,,1
21T,Luke Walton,26,LAL,0,1,645,0.002,60,33.0,11.4,5.0,4.3,1.0,0.4,0.474,0.387,0.745,3.8,0.092,MIP,2006-07,,,,1
21T,Nenê,24,DEN,0,1,645,0.002,64,26.8,12.2,7.0,1.2,1.0,0.9,0.57,0.0,0.689,5.3,0.148,MIP,2006-07,,,,1
21T,Sasha Pavlović,23,CLE,0,1,645,0.002,67,22.9,9.0,2.4,1.6,0.8,0.3,0.453,0.405,0.794,3.1,0.098,MIP,2006-07,,,,1
3,Deron Williams,22,UTA,13,101,645,0.157,80,36.9,16.2,3.3,9.3,1.0,0.2,0.456,0.322,0.767,7.2,0.117,MIP,2006-07,,,,101
4,Tyson Chandler,24,NOK,6,72,645,0.112,73,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0.0,0.527,7.9,0.15,MIP,2006-07,,,,72
5,Andris Biedriņš,20,GSW,8,64,645,0.099,82,29.0,9.5,9.3,1.1,0.8,1.7,0.599,,0.521,6.7,0.136,MIP,2006-07,,,,64
6,Al Jefferson,22,BOS,2,62,645,0.096,69,33.6,16.0,11.0,1.3,0.7,1.5,0.514,0.0,0.681,6.6,0.137,MIP,2006-07,,,,62
7,Luol Deng,21,CHI,2,44,645,0.068,82,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,MIP,2006-07,,,,44
8,Leandro Barbosa,24,PHO,3,24,645,0.037,80,32.7,18.1,2.7,4.0,1.2,0.2,0.476,0.434,0.845,8.2,0.151,MIP,2006-07,,,,24
9,Andre Iguodala,23,PHI,1,14,645,0.022,76,40.3,18.2,5.7,5.7,2.0,0.4,0.447,0.31,0.82,7.7,0.12,MIP,2006-07,,,,14
1,Dirk Nowitzki,28,DAL,83,1138,1290,0.882,78,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,MVP,2006-07,,,,1138
11,Chauncey Billups,30,DET,0,4,1290,0.003,70,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,MVP,2006-07,,,,4
12T,Dwyane Wade,25,MIA,0,3,1290,0.002,51,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,MVP,2006-07,,,,3
12T,Shaquille O'Neal,34,MIA,0,3,1290,0.002,40,28.4,17.3,7.4,2.0,0.2,1.4,0.591,,0.422,2.8,0.119,MVP,2006-07,,,,3
14,Amar'e Stoudemire,24,PHO,0,2,1290,0.002,82,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201,MVP,2006-07,,,,2
15T,Baron Davis,27,GSW,0,1,1290,0.001,63,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,MVP,2006-07,,,,1
15T,Carmelo Anthony,22,DEN,0,1,1290,0.001,65,38.2,28.9,6.0,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,MVP,2006-07,,,,1
15T,Tony Parker,24,SAS,0,1,1290,0.001,77,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,MVP,2006-07,,,,1
2,Steve Nash,32,PHO,44,1013,1290,0.785,76,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,MVP,2006-07,,,,1013
3,Kobe Bryant,28,LAL,2,521,1290,0.404,77,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,MVP,2006-07,,,,521
4,Tim Duncan,30,SAS,0,286,1290,0.222,80,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,MVP,2006-07,,,,286
5,LeBron James,22,CLE,0,183,1290,0.142,78,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,13.7,0.206,MVP,2006-07,,,,183
6,Tracy McGrady,27,HOU,0,110,1290,0.085,71,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,MVP,2006-07,,,,110
7,Chris Bosh,22,TOR,0,43,1290,0.033,69,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,MVP,2006-07,,,,43
8,Gilbert Arenas,25,WAS,0,31,1290,0.024,74,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177,MVP,2006-07,,,,31
9T,Carlos Boozer,25,UTA,0,7,1290,0.005,74,34.6,20.9,11.7,3.0,0.9,0.3,0.561,,0.685,9.9,0.185,MVP,2006-07,,,,7
9T,Kevin Garnett,30,MIN,0,7,1290,0.005,76,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,MVP,2006-07,,,,7
1,Brandon Roy,22,POR,127,638,640,0.997,57,35.4,16.8,4.4,4.0,1.2,0.2,0.456,0.377,0.838,4.8,0.114,ROTY,2006-07,,,,638
2,Andrea Bargnani,21,TOR,1,264,640,0.413,65,25.1,11.6,3.9,0.8,0.5,0.8,0.427,0.373,0.824,1.9,0.057,ROTY,2006-07,,,,264
3,Rudy Gay,20,MEM,0,93,640,0.145,78,27.0,10.8,4.5,1.3,0.9,0.9,0.422,0.364,0.727,0.5,0.011,ROTY,2006-07,,,,93
4,Adam Morrison,22,CHA,0,44,640,0.069,78,29.8,11.8,2.9,2.1,0.4,0.1,0.376,0.337,0.71,-1.5,-0.03,ROTY,2006-07,,,,44
5,Randy Foye,23,MIN,0,37,640,0.058,82,22.9,10.1,2.7,2.8,0.6,0.3,0.434,0.368,0.854,2.3,0.058,ROTY,2006-07,,,,37
6,Paul Millsap,21,UTA,0,19,640,0.03,82,18.0,6.8,5.2,0.8,0.8,0.9,0.525,0.333,0.673,4.7,0.153,ROTY,2006-07,,,,19
7,LaMarcus Aldridge,21,POR,0,18,640,0.028,63,22.1,9.0,5.0,0.4,0.3,1.2,0.503,0.0,0.722,3.4,0.118,ROTY,2006-07,,,,18
8,Jorge Garbajosa,29,TOR,0,17,640,0.027,67,28.5,8.5,4.9,1.9,1.2,0.2,0.42,0.342,0.731,3.0,0.074,ROTY,2006-07,,,,17
9,Tyrus Thomas,20,CHI,0,10,640,0.016,72,13.4,5.2,3.7,0.6,0.6,1.1,0.475,0.0,0.606,2.2,0.11,ROTY,2006-07,,,,10
10,Walter Herrmann,27,CHA,0,5,640,0.008,48,19.5,9.2,2.9,0.5,0.4,0.1,0.527,0.461,0.774,2.4,0.125,ROTY,2006-07,,,,5
11,Craig Smith,23,MIN,0,4,640,0.006,82,18.7,7.4,5.1,0.6,0.6,0.2,0.531,0.0,0.624,3.9,0.121,ROTY,2006-07,,,,4
